Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Current Employee - Sender City General Staff,"September 9, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35773220.htm,"""too much""",5.0,in Quttarwāla,Quttarwāla,Recommends,Positive Outlook,Approves of CEO,I have been working at Google part-time for less than a year,Pros,love is life and good friend is a life too,Cons,good working is creating a life,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35773220.htm&text=Google+review+on+%23Glassdoor%3A+%22too%20much%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22too%20much%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35773220.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35773220.htm,Copy Link,Flag as Inappropriate
Former Employee - Senior Product Marketing Manager,"September 4, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35636700.htm,"""Like working at Disneyland""",5.0,"in Mountain View, CA","Mountain View, CA",,,,I worked at Google full-time,Pros,Amazing work environment and culture. Peers are best in class.,Cons,They hire overqualified people to do very narrow work which can be frustrating long term. Not like it once was.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35636700.htm&text=Google+review+on+%23Glassdoor%3A+%22Like%20working%20at%20Disneyland%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Like%20working%20at%20Disneyland%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35636700.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35636700.htm,Copy Link,Flag as Inappropriate
Former Employee - Legal Team,"September 22, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36258557.htm,"""I am glad I got the opportunity""",3.0,in New Delhi,New Delhi,Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than a year,Pros,Working at a major MNC enhances one's brand value while applying for other roles in future,Cons,The place is dominated by techies. So people will a law background might not feel very valued,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36258557.htm&text=Google+review+on+%23Glassdoor%3A+%22I%20am%20glad%20I%20got%20the%20opportunity%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22I%20am%20glad%20I%20got%20the%20opportunity%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36258557.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36258557.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"September 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35702326.htm,"""Very good""",5.0,,,,,,I have been working at Google full-time,Pros,Everyone happy and very exciting,Cons,"Busy, lots of stuff to do",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35702326.htm&text=Google+review+on+%23Glassdoor%3A+%22Very%20good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Very%20good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35702326.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35702326.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"September 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35704325.htm,"""great people, good pay""",5.0,in Warsaw,Warsaw,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,"no politics, great equity options",Cons,promotion depends on personal relations rather than on performance,,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35704325.htm&text=Google+review+on+%23Glassdoor%3A+%22great%20people,%20good%20pay%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22great%20people,%20good%20pay%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35704325.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35704325.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35723295.htm,"""Google review""",5.0,in Bangalore,Bangalore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for less than a year,Pros,Very good company good office,Cons,Nothing as of such good.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35723295.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%20review%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%20review%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35723295.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35723295.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35727261.htm,"""I love it here""",5.0,in Zürich,Zürich,,,,I have been working at Google full-time,Pros,It is the best engineering gig around,Cons,There is no much I think I can say,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35727261.htm&text=Google+review+on+%23Glassdoor%3A+%22I%20love%20it%20here%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22I%20love%20it%20here%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35727261.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35727261.htm,Copy Link,Flag as Inappropriate
Former Employee - Receptionist,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35727570.htm,"""great workplace""",5.0,"in Dublin, Dublin","Dublin, Dublin",No Opinion of CEO,,,I worked at Google full-time for more than a year,Pros,great working multicultural place ciao,Cons,long working hours and low pay,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35727570.htm&text=Google+review+on+%23Glassdoor%3A+%22great%20workplace%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22great%20workplace%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35727570.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35727570.htm,Copy Link,Flag as Inappropriate
Current Employee - Product Manager,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35730533.htm,"""Good""",5.0,in Taipei,Taipei,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time,Pros,Perform daily reconciliation to ensure completeness of processing and investigation,Cons,Cons - Other assignments from Managers,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35730533.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35730533.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35730533.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 8, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35734383.htm,"""Awesome""",5.0,"in San Francisco, CA","San Francisco, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for less than a year,Pros,Flexible working time and awesome environment.,Cons,So far I found nothing,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35734383.htm&text=Google+review+on+%23Glassdoor%3A+%22Awesome%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Awesome%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35734383.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35734383.htm,Copy Link,Flag as Inappropriate
Current Employee - Director,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36210028.htm,"""Great people, very large now""",4.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 10 years,Pros,"- Smart, curious, and intellectually curious people
- Good pay and benefits
- Large-scale challenges and impact",Cons,"- Silos 
- Has become bureaucratic over the years
- Peformance review process very clunky and overly time consuming",Continue reading,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36210028.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20people,%20very%20large%20now%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20people,%20very%20large%20now%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36210028.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36210028.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"September 1, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35506623.htm,"""Best work culture""",5.0,,,,,,I have been working at Google full-time,Pros,Best working environment and recognition,Cons,No cons at all to highlight,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35506623.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20work%20culture%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20work%20culture%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35506623.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35506623.htm,Copy Link,Flag as Inappropriate
Former Employee - Product Manager,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36218416.htm,"""Good place just to start a career""",3.0,"in Gurgaon, Haryana","Gurgaon, Haryana",Recommends,Positive Outlook,Disapproves of CEO,I worked at Google full-time for more than a year,Pros,Nice working environment though not much appreciated,Cons,no proper planning takes place here,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36218416.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20place%20just%20to%20start%20a%20career%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20place%20just%20to%20start%20a%20career%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36218416.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36218416.htm,Copy Link,Flag as Inappropriate
Current Employee - Architect,"September 6, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35681846.htm,"""Great""",5.0,,,,,,I have been working at Google full-time,Pros,Pay is great. Large signing bonus,Cons,Long hours. Stressful work environment.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35681846.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35681846.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35681846.htm,Copy Link,Flag as Inappropriate
Former Employee - Program Manager,"September 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35687297.htm,"""Great company, excellent benefits and growth""",5.0,"in London, England","London, England",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 5 years,Pros,"- autonomy, flexibility, learning, culture and benefits",Cons,"- large teams, too heavy on managers",,Share on Facebook,"https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35687297.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company,%20excellent%20benefits%20and%20growth%22",Share on Twitter,"mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company,%20excellent%20benefits%20and%20growth%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35687297.htm",Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35687297.htm,Copy Link,Flag as Inappropriate
Former Employee - Sales Operations Analyst,"September 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35688459.htm,"""Good""",5.0,,,,,,I worked at Google part-time,Pros,A good place to learn and grow,Cons,Can think of none at the moment,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35688459.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35688459.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35688459.htm,Copy Link,Flag as Inappropriate
Current Employee - Data Analyst,"September 7, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35689261.htm,"""Awesome to work here""",5.0,in Bangalore,Bangalore,Recommends,Positive Outlook,,I have been working at Google part-time for less than a year,Pros,"best coding culture, good vibes etc",Cons,"nothinig much, its google folks",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35689261.htm&text=Google+review+on+%23Glassdoor%3A+%22Awesome%20to%20work%20here%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Awesome%20to%20work%20here%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35689261.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35689261.htm,Copy Link,Flag as Inappropriate
Current Employee - Account Manager,"September 20, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36167186.htm,"""Great""",4.0,,,,,,I have been working at Google full-time,Pros,"Perks, culture, young, career opps, coaching",Cons,"Workload, levels that impede career mobility, competitiveness",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36167186.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36167186.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36167186.htm,Copy Link,Flag as Inappropriate
